issue_id,run_id,issue_type,natural_key,detail
652b8fda-8577-414f-bbca-8b5fee8d9ce6,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"escuela politecnica nacional|maestria en automatizacion y control electronico industrial|ingenieria, industria y construccion|cuarto nivel o posgrado|presencial|pichincha|quito","{""row_index"": 84, ""row_hash"": ""0bbdd25bfa56559182934da8497c11eac35a3d377d403d51412293101a2c40c7""}"
f030398d-3d80-40cd-96fa-3c2f6f7f23ff,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"escuela politecnica nacional|maestria en automatizacion y control electronico industrial|ingenieria, industria y construccion|cuarto nivel o posgrado|presencial|pichincha|quito","{""row_index"": 106, ""row_hash"": ""0bbdd25bfa56559182934da8497c11eac35a3d377d403d51412293101a2c40c7""}"
887b2026-b82b-4985-96ca-8bd60e5963d5,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad de cuenca|licenciatura en ciencias de la educacion con mencion en educacion intercultural bilingue|educacion|tercer nivel o pregrado|semipresencial|pastaza|,"{""row_index"": 1631, ""row_hash"": ""a8367e92dad80caca2b5203d4590d21a4d1f4269123f51d4f5c065cbc9f283a0""}"
463665a2-df6d-404d-9a2e-17365af76e17,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad de cuenca|licenciatura en ciencias de la educacion con mencion en educacion intercultural bilingue|educacion|tercer nivel o pregrado|semipresencial|pastaza|,"{""row_index"": 1632, ""row_hash"": ""a8367e92dad80caca2b5203d4590d21a4d1f4269123f51d4f5c065cbc9f283a0""}"
bea1ceb4-7a94-4ecb-9048-3e31a667c90c,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad de cuenca|licenciatura en ciencias de la educacion con mencion en educacion intercultural bilingue|educacion|tercer nivel o pregrado|semipresencial|pastaza|,"{""row_index"": 1633, ""row_hash"": ""a8367e92dad80caca2b5203d4590d21a4d1f4269123f51d4f5c065cbc9f283a0""}"
00a1f8f8-d189-44e2-acf1-1b8b3b304247,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad de cuenca|licenciatura en ciencias de la educacion con mencion en educacion intercultural bilingue|educacion|tercer nivel o pregrado|semipresencial|moronasantiago|,"{""row_index"": 1634, ""row_hash"": ""cf67a587fd1d884ea0ee78d9920c92d707a5e343c57ca4ff24e3c54d54e451a0""}"
b089285e-d1b1-4473-9b55-88dbb069ec44,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad de cuenca|licenciatura en ciencias de la educacion con mencion en educacion intercultural bilingue|educacion|tercer nivel o pregrado|semipresencial|moronasantiago|,"{""row_index"": 1635, ""row_hash"": ""cf67a587fd1d884ea0ee78d9920c92d707a5e343c57ca4ff24e3c54d54e451a0""}"
6afa24a4-b684-4b8e-95a5-4da091742e18,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|tecnologia agropecuaria|agricultura|tercer nivel tecnico superior|presencial|loja|,"{""row_index"": 1873, ""row_hash"": ""2214f9d0c651a1d22138092c841a1dd6453a910791d37af018079d3b7f057cfb""}"
92c70e40-df80-4998-ab73-2ffad733b9c9,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|educacion basica|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1875, ""row_hash"": ""4f7853e03511806534bc8b0995d785edcadd7710653d314c650a29c9715833c6""}"
2f86e99f-d531-4a63-a3b2-5cd95a204648,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|tecnologia agropecuaria|agricultura|tercer nivel tecnico superior|presencial|loja|,"{""row_index"": 1876, ""row_hash"": ""2214f9d0c651a1d22138092c841a1dd6453a910791d37af018079d3b7f057cfb""}"
3f26ddc6-2f97-455e-9c4c-c7160d6c2198,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|tecnologia agropecuaria|agricultura|tercer nivel tecnico superior|presencial|loja|,"{""row_index"": 1877, ""row_hash"": ""2214f9d0c651a1d22138092c841a1dd6453a910791d37af018079d3b7f057cfb""}"
a5511a58-5376-4399-8b9f-34fc2b530a3b,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|informatica educativa|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1934, ""row_hash"": ""223605ae85503fefe2b88b1c07e38bbe37a76241f7bb6858b56bba09f2f535f9""}"
e2131810-0a84-47bf-9751-af48bab801e3,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|ciencias de la educacion mencion investigacion educativa|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1935, ""row_hash"": ""77fb5243c9963466966c248146af130cfffad92738bcb291301ef940a0d6adb2""}"
e299a117-f101-49a1-a2a9-c891a2edebbf,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|ciencias de la educacion mencion investigacion educativa|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1936, ""row_hash"": ""77fb5243c9963466966c248146af130cfffad92738bcb291301ef940a0d6adb2""}"
d65b90bc-3fcf-4227-aec5-695223dc371e,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|educacion basica|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1947, ""row_hash"": ""4f7853e03511806534bc8b0995d785edcadd7710653d314c650a29c9715833c6""}"
a9ca08e3-af6a-4e7f-9e45-6a632978f616,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|informatica educativa|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1951, ""row_hash"": ""223605ae85503fefe2b88b1c07e38bbe37a76241f7bb6858b56bba09f2f535f9""}"
0b6f93d9-e7d7-4ec6-ac6b-91713b375806,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad nacional de loja|educacion basica|educacion|tercer nivel o pregrado|presencial|loja|,"{""row_index"": 1952, ""row_hash"": ""4f7853e03511806534bc8b0995d785edcadd7710653d314c650a29c9715833c6""}"
8cf2fd9b-ffa6-49cc-9428-1c06655f71d4,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica de ambato|maestria en diseno arquitectonico|ingenieria, industria y construccion|cuarto nivel o posgrado|presencial|tungurahua|ambato","{""row_index"": 2316, ""row_hash"": ""dffed439c033da455fb6025c624d4606148996f8488eef8e369f156d64c73ac0""}"
85f8bcf2-257e-440a-ab69-739eac088187,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica de ambato|maestria en diseno arquitectonico|ingenieria, industria y construccion|cuarto nivel o posgrado|presencial|tungurahua|ambato","{""row_index"": 2346, ""row_hash"": ""dffed439c033da455fb6025c624d4606148996f8488eef8e369f156d64c73ac0""}"
1f3197eb-3f0c-43a9-a2d5-6a3146e9df6c,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|derecho|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2507, ""row_hash"": ""d999f213ddc388f347b961498b182901c20b0d63e429e336ff919d381b64a9e3""}"
0919050f-39f9-4373-b262-5e84ddff1aa5,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|derecho|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2508, ""row_hash"": ""d999f213ddc388f347b961498b182901c20b0d63e429e336ff919d381b64a9e3""}"
f72439c4-ded2-49d5-80e8-47b5e94f3599,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica luis vargas torres de esmeraldas|ciencias de la educacion mencion historia y geografia|educacion|tercer nivel o pregrado|presencial|esmeraldas|,"{""row_index"": 2517, ""row_hash"": ""13bb8e96b0a2fcb559a71a30491ada6e13e00d2086d334b078516b4c9f504ee9""}"
a3d1ffbc-6732-4e5e-98a3-36d0319694c7,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion de empresas|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2528, ""row_hash"": ""d86b887191f99e9761d89850e3d0983d65a0d86acf4a9a63900097a0bdf6dcdf""}"
2e2d4e6b-951c-4a60-8f5d-94714e6ba881,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica luis vargas torres de esmeraldas|ciencias de la educacion mencion historia y geografia|educacion|tercer nivel o pregrado|presencial|esmeraldas|,"{""row_index"": 2532, ""row_hash"": ""13bb8e96b0a2fcb559a71a30491ada6e13e00d2086d334b078516b4c9f504ee9""}"
9c854397-b2f3-4009-a09d-569eab0311f2,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion de empresas|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2540, ""row_hash"": ""d86b887191f99e9761d89850e3d0983d65a0d86acf4a9a63900097a0bdf6dcdf""}"
2a26bdb2-4a9b-467a-a36f-3c7097fe6160,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion publica|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2542, ""row_hash"": ""d73dbbd5a5ba6af896be004a722b28154beb9c6475e3f19d8a8b135dd8a18407""}"
b29ffb3f-7298-4863-b38c-7e407501772f,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion publica|ciencias sociales, educacion comercial y derecho|tercer nivel tecnico superior|presencial|esmeraldas|","{""row_index"": 2543, ""row_hash"": ""f99c52bc5986d428a391f31e78f6509d90c7a6a0f10a7f36c95438867dd773ec""}"
7987df5d-ddc1-4537-b85e-edd053c3d9ac,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion publica|ciencias sociales, educacion comercial y derecho|tercer nivel tecnico superior|presencial|esmeraldas|","{""row_index"": 2559, ""row_hash"": ""f99c52bc5986d428a391f31e78f6509d90c7a6a0f10a7f36c95438867dd773ec""}"
1e23747a-9ed4-4cb7-8094-2a4093889e4e,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad tecnica luis vargas torres de esmeraldas|administracion publica|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial|esmeraldas|","{""row_index"": 2560, ""row_hash"": ""d73dbbd5a5ba6af896be004a722b28154beb9c6475e3f19d8a8b135dd8a18407""}"
c245fcab-b9f3-4c9d-9abf-c57bfc9c3faf,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion informatica educativa|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3160, ""row_hash"": ""dace2e2210bd9712e48da0b2b40f7bfcf5249d5aaa2947a2c3752ae30365f24d""}"
0a86da5e-7f8b-4f35-92e8-897438120c0c,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad estatal de bolivar|administracion|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|semipresencial|bolivar|","{""row_index"": 3197, ""row_hash"": ""d2964b8ba6bdec4df0c9f1e52bfeb95f42672317116506790f431fb54b747fac""}"
ba5f1845-41fa-4461-8bfe-25b08d6217ee,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion comercio y administracion|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3203, ""row_hash"": ""cb182f9229dbc6b21b644050a8185187b99f71466f52679b3b6c3b9029a0bc09""}"
c5ce64f6-c2ab-4925-9f6c-c1c0852120fc,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad estatal de bolivar|administracion|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|semipresencial|bolivar|","{""row_index"": 3204, ""row_hash"": ""d2964b8ba6bdec4df0c9f1e52bfeb95f42672317116506790f431fb54b747fac""}"
5d48f4b9-9130-4080-a439-76d53b0d2df3,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion educacion basica|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3205, ""row_hash"": ""8cf6b2a6be0a27250df821a81eb22f93a4374d153114afb38364ede07f6592ad""}"
fe7a1810-a181-4b9e-9904-8198876a2e15,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion comercio y administracion|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3206, ""row_hash"": ""cb182f9229dbc6b21b644050a8185187b99f71466f52679b3b6c3b9029a0bc09""}"
eb4ce44d-d592-4933-a522-600003590343,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion educacion basica|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3225, ""row_hash"": ""8cf6b2a6be0a27250df821a81eb22f93a4374d153114afb38364ede07f6592ad""}"
078e737e-8a05-4ebc-a03c-04c05ee5f94d,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad estatal de bolivar|ciencias de la educacion mencion informatica educativa|educacion|tercer nivel o pregrado|semipresencial|bolivar|,"{""row_index"": 3232, ""row_hash"": ""dace2e2210bd9712e48da0b2b40f7bfcf5249d5aaa2947a2c3752ae30365f24d""}"
34cf918d-2653-463c-9c56-8874dcf94724,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|enfermeria|salud y servicios sociales|tercer nivel o pregrado|presencial||,"{""row_index"": 4809, ""row_hash"": ""fe1fed5ae0da567aca61beb16d9be89a6e2c10d95a68bff869ac5b0da794a322""}"
ac6436ab-36aa-4f57-b34e-a48bf8dddfe5,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria empresarial|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4811, ""row_hash"": ""bc37ea967043bf27438ea0984f1258d4da37f5e8177f6178f1ccec75352cd052""}"
289123e0-cfd8-4519-af0e-755182db974d,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4813, ""row_hash"": ""7db1397d69e6b94eeb6afa49eb26cc6da560e4ba0bd89fcf36d08b4c6ee7e105""}"
2a866587-6cfd-45a9-8f26-ffd96bd5564d,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria empresarial|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4814, ""row_hash"": ""bc37ea967043bf27438ea0984f1258d4da37f5e8177f6178f1ccec75352cd052""}"
858ae66f-5efc-4d0d-bf90-995c63bfc746,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4815, ""row_hash"": ""7db1397d69e6b94eeb6afa49eb26cc6da560e4ba0bd89fcf36d08b4c6ee7e105""}"
f98b5e8c-5c4c-481c-8891-35eeaf6ea7c1,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria empresarial|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4816, ""row_hash"": ""bc37ea967043bf27438ea0984f1258d4da37f5e8177f6178f1ccec75352cd052""}"
e2da4dec-75a7-4771-968c-eb00058b962c,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ciencias de la educacion mencion sicologia educativa y orientacion vocacional|educacion|tercer nivel o pregrado|presencial||,"{""row_index"": 4817, ""row_hash"": ""84c7dc3df1af5cab37ee0580fd629552888e7e142f4a6aa45d07437d94e30f31""}"
447c0fbb-00af-45c7-826c-0faad6440b5d,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ingenieria de sistemas|ciencias|tercer nivel tecnico superior|presencial||,"{""row_index"": 4826, ""row_hash"": ""df1ef2bcee6a6c0e42057f3e6cb91171cf5b2c3574654fe8fb61189f3277e579""}"
b54f0818-4f5a-42c7-9d0b-651d044d5ede,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ingenieria de sistemas|ciencias|tercer nivel o pregrado|presencial||,"{""row_index"": 4827, ""row_hash"": ""84db3f42c976fc880329716a767ac560af091133d5b2b0ecd2aa2f89ef324698""}"
b2de9a20-3b34-4547-b96c-1a86a95ec4d6,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|derecho|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4828, ""row_hash"": ""10702e944a2e7975fd3d19643771e1ddb4af84d199a715573f7a267a49792562""}"
96b73ca7-4899-424e-a22f-c81ddc4da260,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ciencias de la educacion mencion sicologia educativa y orientacion vocacional|educacion|tercer nivel o pregrado|presencial||,"{""row_index"": 4830, ""row_hash"": ""84c7dc3df1af5cab37ee0580fd629552888e7e142f4a6aa45d07437d94e30f31""}"
35af7faa-7555-4936-94c9-5cc6534b00b7,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en marketing|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4846, ""row_hash"": ""66c95902a33d13f9a6f44c2623e2658c43cd789f5b8dc3cb95b8b002b4e850af""}"
6d749e5b-16d3-4337-9a64-017936d1a0c8,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ciencias de la educacion mencion educacion inicial y parvularia|educacion|tercer nivel o pregrado|presencial||,"{""row_index"": 4847, ""row_hash"": ""111476ebf24c11f62aa29974cfb79c41f5c261c7ba6746135cbfaa65f5ccd73c""}"
43723146-00af-4262-8220-29d8b52e75e2,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ingenieria de sistemas|ciencias|tercer nivel o pregrado|presencial||,"{""row_index"": 4880, ""row_hash"": ""84db3f42c976fc880329716a767ac560af091133d5b2b0ecd2aa2f89ef324698""}"
4b2d4d29-b4c8-4d4b-9946-51ff897f2dbc,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|derecho|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4881, ""row_hash"": ""10702e944a2e7975fd3d19643771e1ddb4af84d199a715573f7a267a49792562""}"
a8955096-aeed-4632-b90b-94111f5eec6a,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ingenieria de sistemas|ciencias|tercer nivel tecnico superior|presencial||,"{""row_index"": 4882, ""row_hash"": ""df1ef2bcee6a6c0e42057f3e6cb91171cf5b2c3574654fe8fb61189f3277e579""}"
c01ed716-1519-4d85-9018-76ac1bc1804c,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ingenieria de sistemas|ciencias|tercer nivel o pregrado|presencial||,"{""row_index"": 4883, ""row_hash"": ""84db3f42c976fc880329716a767ac560af091133d5b2b0ecd2aa2f89ef324698""}"
6e10120d-4e6c-47cb-9c53-719fe744b9e2,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|ciencias de la educacion mencion educacion inicial y parvularia|educacion|tercer nivel o pregrado|presencial||,"{""row_index"": 4890, ""row_hash"": ""111476ebf24c11f62aa29974cfb79c41f5c261c7ba6746135cbfaa65f5ccd73c""}"
5b01200c-8873-4cb3-b2db-ad5bc7880762,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad catolica de cuenca|enfermeria|salud y servicios sociales|tercer nivel o pregrado|presencial||,"{""row_index"": 4893, ""row_hash"": ""fe1fed5ae0da567aca61beb16d9be89a6e2c10d95a68bff869ac5b0da794a322""}"
52e7b793-02b9-4877-b766-cb0ada0cecd6,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4894, ""row_hash"": ""7db1397d69e6b94eeb6afa49eb26cc6da560e4ba0bd89fcf36d08b4c6ee7e105""}"
1cf519f1-c67f-4d64-8060-8cea8210c0b9,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en marketing|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4895, ""row_hash"": ""66c95902a33d13f9a6f44c2623e2658c43cd789f5b8dc3cb95b8b002b4e850af""}"
b5b84e8d-ec24-4d58-8dec-85a1fc4e4b4a,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|derecho|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4896, ""row_hash"": ""10702e944a2e7975fd3d19643771e1ddb4af84d199a715573f7a267a49792562""}"
e782b3f9-a8e3-4c12-af52-389324ddf41f,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|ingenieria en marketing|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4905, ""row_hash"": ""66c95902a33d13f9a6f44c2623e2658c43cd789f5b8dc3cb95b8b002b4e850af""}"
19ed5d6d-ad98-492f-9c17-566bb6f61069,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|marketing|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4913, ""row_hash"": ""254d7f11074e747985bb348d08de06aa42f334d73b0c025e8e2aa46bba97c47e""}"
6de78503-7f9d-4854-919c-680257e447a6,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|marketing|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4914, ""row_hash"": ""254d7f11074e747985bb348d08de06aa42f334d73b0c025e8e2aa46bba97c47e""}"
08e4acd1-761c-47d1-88b5-27a97167b5f9,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4917, ""row_hash"": ""d60d2112f22de3929947c5414efc9b52ac0ffa2c8b4a4a82e017c2651b7f636f""}"
32d4bd5a-74a6-48b9-bed7-b07d3afd57de,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4918, ""row_hash"": ""d60d2112f22de3929947c5414efc9b52ac0ffa2c8b4a4a82e017c2651b7f636f""}"
0c0bca2f-31b6-4627-be30-2336ac20bfca,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|contabilidad y auditoria|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4921, ""row_hash"": ""d60d2112f22de3929947c5414efc9b52ac0ffa2c8b4a4a82e017c2651b7f636f""}"
e1aaea3c-cca9-4031-b7e7-a8484af7eb75,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|empresas|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4922, ""row_hash"": ""14ba7ee7215fe59bebb18559208103234c173af5f9ed0885478a40fe3470ff72""}"
fff258f1-8055-4e64-8bb2-a0556af102d8,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|empresas|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4923, ""row_hash"": ""14ba7ee7215fe59bebb18559208103234c173af5f9ed0885478a40fe3470ff72""}"
e76cd4ff-04ce-4dbb-bd56-a94f80f8d7b7,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,"universidad catolica de cuenca|empresas|ciencias sociales, educacion comercial y derecho|tercer nivel o pregrado|presencial||","{""row_index"": 4924, ""row_hash"": ""14ba7ee7215fe59bebb18559208103234c173af5f9ed0885478a40fe3470ff72""}"
18ec65e0-558c-46ca-8f9c-3d07da28430f,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica particular de loja|maestria en pedagogia|educacion|cuarto nivel o posgrado|distancia|loja|loja,"{""row_index"": 5113, ""row_hash"": ""5382f0c1e1e0e9b42f149fea46a92f057b0d302da6eedb74f6b42e4ece026f02""}"
e14237bd-8db0-4905-b3a2-0e4de2b7554f,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica particular de loja|maestria en gerencia y liderazgo educacional|educacion|cuarto nivel o posgrado|distancia|loja|loja,"{""row_index"": 5124, ""row_hash"": ""702ea85e3a236b8b1eb423bbc71ed551bfcbd8390ad4972b73ecfcd6d6dd2976""}"
51335f11-5806-4f7e-9783-feb7b7b9cecd,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica particular de loja|maestria en gerencia y liderazgo educacional|educacion|cuarto nivel o posgrado|distancia|loja|loja,"{""row_index"": 5150, ""row_hash"": ""702ea85e3a236b8b1eb423bbc71ed551bfcbd8390ad4972b73ecfcd6d6dd2976""}"
fee66113-4c27-48e4-9c40-c12134e481a7,8ed6c78a-1965-4871-9dbb-0e5d7b1e96cb,duplicate_natural_key,universidad tecnica particular de loja|maestria en pedagogia|educacion|cuarto nivel o posgrado|distancia|loja|loja,"{""row_index"": 5152, ""row_hash"": ""5382f0c1e1e0e9b42f149fea46a92f057b0d302da6eedb74f6b42e4ece026f02""}"
