mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.333967399597168,0.13969960314175547,0.1609498977661133,0.044008465102267975,0.6,50,20,5,3,0.01,"{""model__learning_rate"": 0.01, ""model__max_depth"": 3, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 20, ""model__n_estimators"": 50, ""model__subsample"": 0.6}",0.7786045000261013,0.7668405412601867,0.8002102142455813,0.795884092244229,0.7823484370523207,0.7847775569656839,0.01206039654874095,36,0.8013697895582995,0.7835947943873366,0.7918989187691516,0.7728239823285534,0.7795779839652572,0.7858530938017196,0.009915185446817921
3.3548694133758543,0.22291912392903074,0.1545628070831299,0.021723010602250136,0.9,150,5,10,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 5, ""model__n_estimators"": 150, ""model__subsample"": 0.9}",0.8182759310299406,0.8394534123967103,0.8524062514154497,0.8588397677063359,0.8423559051953907,0.8422662535487655,0.013863308519896839,22,0.8529904772570605,0.8487851033758754,0.8448707919361573,0.8433003017811815,0.8489614747510071,0.8477816298202564,0.003408412036085132
2.4151704788208006,0.08158834333070165,0.13059916496276855,0.018694012017568543,0.9,100,5,2,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 5, ""model__n_estimators"": 100, ""model__subsample"": 0.9}",0.8129107402487484,0.8299681788976673,0.8444218469593819,0.8523249199214997,0.8356058707621609,0.8350463113578916,0.013435289546918062,29,0.8428705300745958,0.8398834282386343,0.8359870736311955,0.8339410525892945,0.839012862921671,0.8383389894910783,0.0031063680950433638
3.4731019020080565,0.2905432739641142,0.1256112575531006,0.011909735010580536,1.0,150,20,1,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 20, ""model__n_estimators"": 150, ""model__subsample"": 1.0}",0.8173818657829601,0.8365412053377643,0.850765615632146,0.8589384132567434,0.8412132895336424,0.8409680779086512,0.014105966325666545,26,0.8515980593902417,0.8467917063909848,0.842823726896052,0.8423636541859585,0.8478132385156018,0.8462780770757676,0.0034110992149301057
10.825211763381958,0.8903919973802908,0.23894190788269043,0.11003312525186108,0.6,200,2,10,4,0.05,"{""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 200, ""model__subsample"": 0.6}",0.8680047686569846,0.8853329325405053,0.8908633765855042,0.8980715479521877,0.881214937343713,0.8846975126157789,0.010080302471184823,5,0.910043338744156,0.9060599442089045,0.9113695654652186,0.9069928576743675,0.9088749862364028,0.90866813846581,0.0019411807051805958
5.17844557762146,0.31478900278430455,0.1259838104248047,0.01408749844076777,0.6,200,10,5,2,0.05,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.6}",0.8300777279010294,0.8484294804617603,0.8590783855185655,0.8686603034721133,0.8491172862989977,0.8510726367304933,0.01284534080669252,17,0.8647153965841595,0.8593535578308938,0.8558953916608799,0.8545847257571496,0.8602648774183768,0.8589627898502918,0.0035641827321346406
4.599106073379517,0.42647701029940116,0.10901260375976562,0.019200821262940666,0.9,200,10,10,2,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 2, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.9}",0.8562696892253928,0.8739627345338075,0.8835251523587072,0.8932503302767547,0.8740135604009935,0.8762042933591312,0.012258667871500342,9,0.8987404645718129,0.8975333098957354,0.8943305420965192,0.8926458526552081,0.899432775891745,0.896536589022204,0.0026169788244075017
4.258204603195191,0.335582370074017,0.12671265602111817,0.0225504431552441,0.75,100,5,5,4,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 4, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 5, ""model__n_estimators"": 100, ""model__subsample"": 0.75}",0.8817049179248605,0.9004777479514127,0.9012224057695382,0.9137461072093418,0.8906307255498326,0.8975563808809971,0.010801064227621896,3,0.9359478097332546,0.9327027944638725,0.9345760305665702,0.9350526527788396,0.9356170295150484,0.9347792634115171,0.0011397474436237985
3.2377864360809325,0.29167197119628796,0.1574026584625244,0.08461404585516696,0.9,100,20,2,2,0.01,"{""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 20, ""model__n_estimators"": 100, ""model__subsample"": 0.9}",0.7373265920296603,0.7466811371572293,0.7970084988136074,0.8043976008905093,0.7591160050352863,0.7689059667852585,0.026968321085602372,38,0.7636901713662143,0.7688251863564866,0.7824312389048945,0.7804051239578246,0.7568478385781133,0.7704399118327065,0.009757132444909954
4.746759843826294,0.5340305640923427,0.13857693672180177,0.027791807197268235,0.9,200,10,5,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.9}",0.8204632699419482,0.8435964691316277,0.8562267504960083,0.8630488802351326,0.8446337617852427,0.8455938263179918,0.014520289303124845,19,0.8579898165935289,0.8533308096576063,0.8504873523527673,0.8487920899655069,0.8550571193699574,0.8531314375878732,0.0032610725422436665
4.36010708808899,0.4492744253841842,0.13935461044311523,0.021048329405129674,0.9,100,5,10,2,0.1,"{""model__learning_rate"": 0.1, ""model__max_depth"": 2, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 5, ""model__n_estimators"": 100, ""model__subsample"": 0.9}",0.8291628664155735,0.8461923301644677,0.859972273456778,0.8693297404660182,0.8499761529975145,0.8509266727000704,0.013546044051207622,18,0.8632303126501127,0.8587738782180816,0.8550041073622393,0.8526997471805581,0.8593700046349364,0.8578156100091856,0.003653218441799666
9.125042009353638,0.42135556063855806,0.18557872772216796,0.08318573266585931,0.9,300,10,2,2,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300, ""model__subsample"": 0.9}",0.861691810649741,0.8825911200601791,0.8888289180322788,0.9032362834763772,0.8793590739228786,0.8831414412282909,0.013497006224705992,6,0.9128066918722989,0.9092373792831197,0.9072486888838256,0.9061284245673141,0.9105721029263131,0.9091986575065742,0.0023721075697468964
8.71115517616272,0.670982231347102,0.18193955421447755,0.020830359859604398,1.0,150,20,2,4,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 4, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 20, ""model__n_estimators"": 150, ""model__subsample"": 1.0}",0.8910340856043933,0.9015523625246823,0.9009615410303622,0.9127247996635284,0.8905919206458733,0.8993729418937677,0.008150932287511337,2,0.9401915472289544,0.9415742110590863,0.9418438963948351,0.9378700913299084,0.9390235418779034,0.9401006575781375,0.0015069244427849124
5.519054508209228,0.6435435715336411,0.137861967086792,0.03661209164277773,0.6,100,2,10,3,0.05,"{""model__learning_rate"": 0.05, ""model__max_depth"": 3, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 100, ""model__subsample"": 0.6}",0.8363396626645533,0.8468330686332571,0.8630502171804016,0.8724928621290055,0.8547081738220379,0.8546847968858511,0.01253237070182717,15,0.8672839909607046,0.8616415434141511,0.862685083657951,0.8590007934000913,0.8628141522199901,0.8626851127305777,0.002676922786088214
