fold,rows,groups,average_precision,f1
0,3207,2908,0.9083445089956599,0.8115737473535639
1,3208,2909,0.9181520658636284,0.8327550312283136
2,3207,2909,0.9124535730818442,0.8214285714285714
3,3207,2909,0.9232678973383874,0.8416666666666667
4,3207,2909,0.9153697859353751,0.8216516308119362
