precision,recall,threshold
0.23222748815165878,1.0,2.6901752669082864e-05
0.23228542914171657,1.0,2.7366492655030542e-05
0.2323433990516596,1.0,2.8051947032844373e-05
0.2324013979031453,1.0,3.973309008240113e-05
0.2324594257178527,1.0,4.008386689100584e-05
0.23251748251748253,1.0,4.2772105623125694e-05
0.23257556832375717,1.0,5.2951747927035784e-05
0.23263368315842078,1.0,6.270524742325233e-05
0.23269182704323918,1.0,6.409812648572365e-05
0.23275,1.0,6.624557993099114e-05
0.23280820205051264,1.0,7.155119216714905e-05
0.2328664332166083,1.0,7.179050437765728e-05
0.2329246935201401,1.0,7.271067703292205e-05
0.23298298298298298,1.0,7.437866394337437e-05
0.2330413016270338,1.0,7.550124286609511e-05
0.23309964947421133,1.0,7.97554246678138e-05
0.2331580265464563,1.0,8.436823480974199e-05
0.23321643286573146,1.0,8.725658317872045e-05
0.23327486845402154,1.0,9.011276092427343e-05
0.23333333333333334,1.0,9.171156060614148e-05
0.23339182752569565,1.0,9.18659919145947e-05
0.23345035105315948,1.0,9.524904396704193e-05
0.23350890393779783,1.0,9.574474347092217e-05
0.23356748620170598,1.0,9.705462580304449e-05
0.23362609786700125,1.0,9.767788091462601e-05
0.23368473895582328,1.0,9.826063644354638e-05
0.23380210949271724,1.0,9.86573264197395e-05
0.2338608389851796,1.0,0.00010080387923906151
0.23391959798994974,1.0,0.00010432274682923498
0.23397838652927871,1.0,0.00010489452105606967
0.23403720462543992,1.0,0.00010547637034780409
0.2340960523007292,1.0,0.00011318642568653131
0.23415492957746478,1.0,0.0001134410599586697
0.2342138364779874,1.0,0.0001143544066745769
0.2342727730246603,1.0,0.00011693021399319962
0.2343317392398691,1.0,0.00011752670935049917
0.23439073514602216,1.0,0.00012040821761569752
0.23444976076555024,1.0,0.00012400333123666011
0.2345088161209068,1.0,0.00012426478512877223
0.2345679012345679,1.0,0.00013062672968841105
0.23462701612903225,1.0,0.000135681580644631
0.23468616082682128,1.0,0.00013683842032442904
0.2348045397225725,1.0,0.00013982296038563815
0.23492303810244763,1.0,0.0001414525350237317
0.23498233215547704,1.0,0.00014262881467291632
0.23504165614743752,1.0,0.00014445322554442738
0.2351010101010101,1.0,0.00014522052543823068
0.2351603940388987,1.0,0.00014886256436053472
0.23527925195855445,1.0,0.0001491595570612206
0.2353387259858443,1.0,0.0001498119851187546
0.23539823008849559,1.0,0.0001498578688382215
0.23545776428932727,1.0,0.00015246386646793625
0.23551732861118138,1.0,0.0001530541570164103
0.23569620253164558,1.0,0.00015324958098082372
0.23575588756647253,1.0,0.00015374489402796522
0.23581560283687944,1.0,0.00015780660020311402
0.23587534836584748,1.0,0.00015874020619823588
0.23599493029150823,1.0,0.0001589148556661271
0.2360547667342799,1.0,0.00016591047845571048
0.23611463352777073,1.0,0.000169386724524709
0.23617453069507863,1.0,0.0001715738396979076
0.23623445825932504,1.0,0.00017394136045427458
0.23629441624365483,1.0,0.00017427186099664173
0.23635440467123636,1.0,0.00017470483055224398
0.23641442356526154,1.0,0.00017490860467320938
0.23647447294894589,1.0,0.00017917226409123384
0.23659466327827192,1.0,0.00017971570612749385
0.23671497584541062,1.0,0.00018013615565382258
0.23677517802644965,1.0,0.00018086866164790532
0.23683541083693715,1.0,0.00018229915778201057
0.23695596843980657,1.0,0.00018595310423733186
0.2370162932790224,1.0,0.00018604475196767472
0.23707664884135474,1.0,0.00018874941435294377
0.23713703515028017,1.0,0.00019023666394594216
0.23719745222929936,1.0,0.0001925882867684367
0.2372579001019368,1.0,0.00019779614517275674
0.23737888832228454,1.0,0.00019805770052675522
0.23743942871716398,1.0,0.0002002091468081685
0.2375,1.0,0.00020120969248460242
0.23756060219443736,1.0,0.00020235370299365613
0.23762123532414497,1.0,0.00020259483735368377
0.2377425944841675,1.0,0.00020337543550817048
0.23786407766990292,1.0,0.0002046253654567275
0.23792486583184258,1.0,0.0002052740419686701
0.23798568507157464,1.0,0.00020626349430170285
0.23804653541293785,1.0,0.0002076552851525393
0.2381074168797954,1.0,0.0002082259859326901
0.23816832949603478,1.0,0.00021137902205364603
0.23822927328556806,1.0,0.00021386076320909847
0.23829024827233172,1.0,0.0002150024461117901
0.23835125448028674,1.0,0.00021533774267634925
0.2384122919334187,1.0,0.00021674094023721796
0.2384733606557377,1.0,0.00021803396984791903
0.2385344606712785,1.0,0.00021884727325550626
0.23859559200410047,1.0,0.00022047721751881224
0.23865675467828762,1.0,0.00022314486322515546
0.2387179487179487,1.0,0.00022331690396580435
0.23877917414721722,1.0,0.00022749821422943096
0.23890171927123427,1.0,0.00022843715725302178
0.2389630390143737,1.0,0.00022971674275547223
0.23902439024390243,1.0,0.00023042723652080772
0.23914718725918316,1.0,0.000230949567646041
0.2392086330935252,1.0,0.00023245935991790173
0.23927011051143665,1.0,0.00023287751122715226
0.23933161953727505,1.0,0.00023291899238941057
0.23939316019542298,1.0,0.00023357911573254373
0.23945473251028807,1.0,0.00023390767610088434
0.23951633650630305,1.0,0.00023413996744689678
0.2395779722079259,1.0,0.00023530430249505302
0.23963963963963963,1.0,0.00023629452306816196
0.23970133882595263,1.0,0.00023685473956525175
0.23976306979139841,1.0,0.00023717838786352827
0.2398248325605358,1.0,0.00023766573334178606
0.23988662715794898,1.0,0.0002379457275846349
0.23994845360824743,1.0,0.00024025975263198732
0.240010311936066,1.0,0.00024099749777180133
0.24007220216606498,1.0,0.00024173323991999205
0.2401341243229301,1.0,0.00024240801715411577
0.24019607843137256,1.0,0.00024426361636052386
0.24025806451612902,1.0,0.000245882076829728
0.2403200826019618,1.0,0.00024856352767759713
0.24038213271365866,1.0,0.0002489933619102833
0.24044421487603307,1.0,0.00025142877466963524
0.24050632911392406,1.0,0.00025329540816875336
0.2405684754521964,1.0,0.00025378823279796457
0.2406306539157405,1.0,0.0002552331317059842
0.24069286452947258,1.0,0.00025809504185614167
0.24075510731833463,1.0,0.0002596645705926162
0.24100440072482526,1.0,0.0002618945176372117
0.24106680476437078,1.0,0.0002619247481825607
0.24112924112924114,1.0,0.0002628627106835756
0.2412542109354755,1.0,0.0002642910442551082
0.24131674442716433,1.0,0.00026609935246344656
0.2413793103448276,1.0,0.00026705393665232266
0.24144190871369295,1.0,0.0002686786776005583
0.24156720290607162,1.0,0.00027060964634472497
0.2416298987801713,1.0,0.0002713833895739775
0.24175538821085432,1.0,0.0002723247964411699
0.24181818181818182,1.0,0.0002740016915267065
0.24188100805404,1.0,0.0002900494748588243
0.24194386694386694,1.0,0.00029041319651977154
0.2420067585131271,1.0,0.000291107764534314
0.2420696827873115,1.0,0.0002943025204082868
0.24213263979193758,1.0,0.0002955232532316222
0.24219562955254942,1.0,0.0002963187317228931
0.24225865209471767,1.0,0.0002987773397219775
0.24232170744403955,1.0,0.0002993159306028796
0.24238479562613902,1.0,0.00029948195486037224
0.24244791666666668,1.0,0.000300271414503193
0.2425110705912998,1.0,0.00030040071302227315
0.24257425742574257,1.0,0.0003022877630121916
0.24263747719572581,1.0,0.00030353494583491695
0.2427007299270073,1.0,0.0003036817792037279
0.2427640156453716,1.0,0.0003043533534012456
0.24282733437663015,1.0,0.00030459317019920085
0.24289068614662143,1.0,0.0003079716786526345
0.24295407098121086,1.0,0.0003092940600294896
0.2430174889062908,1.0,0.000314272297021487
0.24308093994778068,1.0,0.0003168283281921481
0.24314442413162707,1.0,0.0003169980276486467
0.24320794148380356,1.0,0.0003184020085840161
0.24327149203031095,1.0,0.00032032257469192155
0.2433350757971772,1.0,0.0003223638640865488
0.2433986928104575,1.0,0.0003249184201879946
0.2434623430962343,1.0,0.0003251290417435285
0.24352602668061732,1.0,0.0003282327108560878
0.24358974358974358,1.0,0.00032975115012665236
0.24365349384977755,1.0,0.0003311943788430091
0.243717277486911,1.0,0.0003315123027943635
0.24378109452736318,1.0,0.00033258318898977057
0.24410068169900367,1.0,0.0003326721834762344
0.24416469971151325,1.0,0.0003343977514473558
0.24422875131164742,1.0,0.00033915132035478306
0.24429283652584624,1.0,0.00034202470845074015
0.24435695538057742,1.0,0.0003428122943279646
0.24442110790233657,1.0,0.00034346758286064215
0.24448529411764705,1.0,0.0003467831473844688
0.24454951405306016,1.0,0.00034706603188673277
0.24461376773515503,1.0,0.0003471748431972092
0.24467805519053876,1.0,0.0003525574371859156
0.24474237644584648,1.0,0.0003543306525588302
0.24480673152774127,1.0,0.00035459474034538896
0.24487112046291426,1.0,0.00035596828112943426
0.24493554327808473,1.0,0.0003578133338661308
0.245,1.0,0.00036090123147690216
0.24506449065543565,1.0,0.0003617848158395437
0.24512901527119538,1.0,0.00036246692078891965
0.24519357387411114,1.0,0.0003633722917193261
0.2452581664910432,1.0,0.00036552525045447737
0.24532279314888011,1.0,0.00036696544375716667
0.24538745387453875,1.0,0.0003680573477189763
0.2454521486949644,1.0,0.0003683926215290887
