mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__solver,param_model__penalty,param_model__max_iter,param_model__class_weight,param_model__C,param_model__l1_ratio,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
76.05195341110229,4.746949746524743,0.2740167617797852,0.018825105928513015,saga,elasticnet,500,,3.0,0.25,"{""model__C"": 3.0, ""model__class_weight"": null, ""model__l1_ratio"": 0.25, ""model__max_iter"": 500, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.8410134380496106,0.8645433747169295,0.8518915204786988,0.8486613630815841,0.8269652431010311,0.8466149878855708,0.01241729707050876,3,0.853704057018447,0.8501436188587946,0.8519061080613296,0.8539637650816342,0.8568649342560544,0.8533164966552519,0.002245747909041337
1.3606501579284669,0.04610937752352338,0.2517551422119141,0.013352046871547382,liblinear,l2,500,balanced,0.001,,"{""model__C"": 0.001, ""model__class_weight"": ""balanced"", ""model__max_iter"": 500, ""model__penalty"": ""l2"", ""model__solver"": ""liblinear""}",0.8135635786117782,0.8443515301990909,0.8241576619415285,0.8112797089437827,0.8044594116287829,0.8195623782649927,0.013916224310192977,30,0.8223863636794816,0.8151528398490256,0.8206137148783539,0.822621939851261,0.8253902633428575,0.821233024320196,0.003402766571772624
60.675938510894774,3.328298178589491,0.24829435348510742,0.015476270597701285,saga,l2,2000,,10.0,,"{""model__C"": 10.0, ""model__class_weight"": null, ""model__max_iter"": 2000, ""model__penalty"": ""l2"", ""model__solver"": ""saga""}",0.8412712175835184,0.8642423636651397,0.8521168875358446,0.8489642821335586,0.8267156362659184,0.8466620774367959,0.012418079150125693,2,0.8539824732601959,0.8504803965830732,0.852208252210219,0.8542772339684381,0.8572866946911131,0.8536470101426078,0.0022739607300907563
4.0859527587890625,0.08168137385445781,0.29361257553100584,0.039020971883313216,saga,elasticnet,1000,balanced,0.001,0.1,"{""model__C"": 0.001, ""model__class_weight"": ""balanced"", ""model__l1_ratio"": 0.1, ""model__max_iter"": 1000, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.8066902691237577,0.839361612695226,0.8167828701787005,0.8047168152869142,0.8034206427536352,0.8141944420076468,0.01343353423421426,36,0.8166951495228938,0.8089218121329776,0.8148447101445107,0.8168174186177003,0.8185305930301471,0.8151619366896459,0.0033310357161165996
89.04603176116943,6.167328275269535,0.2580287933349609,0.02309963336860339,saga,elasticnet,500,balanced,100.0,0.5,"{""model__C"": 100.0, ""model__class_weight"": ""balanced"", ""model__l1_ratio"": 0.5, ""model__max_iter"": 500, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.8328728867205519,0.8618558461239393,0.8456355460284719,0.8454414752751207,0.8195039511120077,0.8410619410520184,0.014172453645924085,13,0.8480425147037254,0.8437859501840012,0.8461615505816514,0.8476392325032779,0.8515341129200776,0.8474326721785467,0.002535772964961769
28.347142696380615,1.0802677229619655,0.234421968460083,0.010937344696076743,saga,elasticnet,500,balanced,0.3,0.25,"{""model__C"": 0.3, ""model__class_weight"": ""balanced"", ""model__l1_ratio"": 0.25, ""model__max_iter"": 500, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.83029872261776,0.8633506538260626,0.8431546232364341,0.8429435828498121,0.8188531163194098,0.8397201397698957,0.014864610491820966,17,0.8455517183114959,0.8399099858636514,0.8433964791602484,0.8448994577889991,0.8482739492972695,0.8444063180843328,0.0027477437194658324
2.0784304618835447,0.14206123165071727,0.25902552604675294,0.022140066748787948,lbfgs,l2,2000,,30.0,,"{""model__C"": 30.0, ""model__class_weight"": null, ""model__max_iter"": 2000, ""model__penalty"": ""l2"", ""model__solver"": ""lbfgs""}",0.8392744293156884,0.8639617484256761,0.8499584470994505,0.8453719576956674,0.8245314298839832,0.8446196024840932,0.012925118679755692,8,0.8518434245701176,0.8480432409757338,0.8501117283627719,0.8519198161404404,0.8521057806396497,0.8508047981377427,0.0015569912751622465
9.636922216415405,0.831081934170389,0.22423748970031737,0.015442711488919183,saga,elasticnet,1000,balanced,0.01,0.9,"{""model__C"": 0.01, ""model__class_weight"": ""balanced"", ""model__l1_ratio"": 0.9, ""model__max_iter"": 1000, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.8124756178782919,0.8426219227090336,0.8213594154295474,0.8176614886137534,0.8054741550021984,0.819918519926565,0.012543136267050496,28,0.8209422996526837,0.8125067292218127,0.8211612703590621,0.8213948361013612,0.8270558472570618,0.8206121965183962,0.0046527886222454806
10.15202088356018,0.4995916740182504,0.2263094425201416,0.015871378178640462,saga,l1,2000,,0.001,,"{""model__C"": 0.001, ""model__class_weight"": null, ""model__max_iter"": 2000, ""model__penalty"": ""l1"", ""model__solver"": ""saga""}",0.5765838575144735,0.597546914850458,0.5836113261067684,0.5729641783628747,0.5796152132959644,0.5820642980261078,0.00849647152309885,40,0.5831535444284242,0.5756800755946488,0.5792750461713374,0.5927535136861992,0.5803565376835164,0.5822437435128253,0.0057747632521307464
77.76660895347595,3.295787467531708,0.1437593460083008,0.011235672524645404,saga,elasticnet,2000,balanced,30.0,0.25,"{""model__C"": 30.0, ""model__class_weight"": ""balanced"", ""model__l1_ratio"": 0.25, ""model__max_iter"": 2000, ""model__penalty"": ""elasticnet"", ""model__solver"": ""saga""}",0.8328346564613391,0.8619137714713633,0.8456025481208825,0.8454577296013011,0.8195753016077589,0.8410768014525288,0.014171109226500642,11,0.8480298948214835,0.8437611319989887,0.8461368582797495,0.8476199099577121,0.8515136312303999,0.8474122852576669,0.0025378424880908466
