precision,recall,threshold
0.23222748815165878,1.0,0.0
0.26509111617312076,1.0,0.0002564102564102564
0.2653933865450399,1.0,0.0002777777777777778
0.2659240217080834,1.0,0.00030303030303030303
0.266304347826087,1.0,0.0003333333333333334
0.26706827309236947,1.0,0.00037037037037037035
0.267451881643206,1.0,0.0004166666666666667
0.26752873563218393,1.0,0.0004444444444444444
0.2676056338028169,1.0,0.0004761904761904762
0.26853187193539085,1.0,0.0004786324786324786
0.26860934795152913,1.0,0.0005128205128205128
0.2686868686868687,1.0,0.0005555555555555556
0.26954255935147653,1.0,0.0005808080808080809
0.2696987253765933,1.0,0.0006060606060606061
0.2701683110853163,1.0,0.0006666666666666668
0.2714285714285714,1.0,0.0007037037037037037
0.27150772820064156,1.0,0.0007142857142857143
0.27158693115519256,1.0,0.0007407407407407407
0.27214264834843616,1.0,0.0007539682539682539
0.27230184264404794,1.0,0.0007692307692307692
0.27238150965476887,1.0,0.000784313725490196
0.2726207906295754,1.0,0.0007905982905982905
0.27270064440538955,1.0,0.0008095238095238096
0.27278054497509524,1.0,0.000811965811965812
0.2728604923798359,1.0,0.0008333333333333334
0.27398469688051796,1.0,0.0008585858585858586
0.27406535178098324,1.0,0.0008624708624708625
0.2741460541813899,1.0,0.0008888888888888888
0.27422680412371137,1.0,0.000909090909090909
0.27446933962264153,1.0,0.0009523809523809524
0.27479338842975204,1.0,0.0009706959706959706
0.27487452022438735,1.0,0.0009788359788359786
0.2749556999409333,1.0,0.001
0.2751995270469997,1.0,0.0010185185185185184
0.2752808988764045,1.0,0.001037037037037037
0.27544378698224853,1.0,0.0010588235294117646
0.2755253033441847,1.0,0.0010833333333333333
0.2756068679692126,1.0,0.0011111111111111111
0.27626112759643917,1.0,0.0011188811188811189
0.2763431285247848,1.0,0.0011363636363636365
0.2764251781472684,1.0,0.0011611721611721614
0.2765072765072765,1.0,0.0011666666666666665
0.2765894236482472,1.0,0.0011746031746031746
0.27667161961367015,1.0,0.0011904761904761906
0.27675386444708683,1.0,0.0012121212121212121
0.2774962742175857,1.0,0.0012169312169312168
0.2775790101371497,1.0,0.0012222222222222224
0.27774463007159905,1.0,0.00125
0.27782751417487317,1.0,0.0012592592592592592
0.27791044776119406,1.0,0.0012698412698412698
0.27799343087488804,1.0,0.0012727272727272728
0.27815954586196595,1.0,0.0012857142857142856
0.27824267782426776,1.0,0.001296296296296296
0.2783258594917788,1.0,0.0013333333333333335
0.27874251497005986,1.0,0.0013398692810457516
0.27882599580712786,1.0,0.0013888888888888887
0.27890952666267227,1.0,0.001390013495276653
0.2789931075816602,1.0,0.0014074074074074073
0.2790767386091127,1.0,0.001414141414141414
0.27932793279327933,1.0,0.0014285714285714286
0.2795795795795796,1.0,0.0014444444444444444
0.27966356263142084,1.0,0.0014444444444444446
0.27991581479254357,1.0,0.0014814814814814814
0.28008423586040915,1.0,0.0015
0.28016852241950047,1.0,0.0015064102564102564
0.2803372478169226,1.0,0.0015067340067340066
0.280421686746988,1.0,0.0015151515151515152
0.2805907172995781,1.0,0.001537037037037037
0.2806753090141694,1.0,0.0015384615384615385
0.28092939046469523,1.0,0.0015437710437710436
