false_positive_rate,true_positive_rate,threshold
0.0,0.0,inf
0.0,0.22556390977443608,1.0
0.0,0.22663802363050484,0.9998245614035087
0.0,0.22878625134264233,0.9997619047619049
0.0,0.23523093447905477,0.9987521367521367
0.0,0.23737916219119226,0.9986666666666667
0.0,0.28678839957035446,0.9864378908371711
0.0003248862897985705,0.28678839957035446,0.9863193047019437
0.0003248862897985705,0.31901181525241673,0.973193801549917
0.000649772579597141,0.31901181525241673,0.9731902974480655
0.000649772579597141,0.3308270676691729,0.9688773646985203
0.0009746588693957114,0.3308270676691729,0.9685930456574795
0.0009746588693957114,0.3523093447905478,0.9590725432550262
0.001299545159194282,0.3523093447905478,0.9590021957513992
0.001299545159194282,0.4221267454350161,0.9384088420749186
0.0016244314489928524,0.4221267454350161,0.9382500598197979
0.0016244314489928524,0.44360902255639095,0.9301398870357317
0.001949317738791423,0.44360902255639095,0.9301296021436927
0.001949317738791423,0.45435016111707843,0.9260822399618616
0.0022742040285899934,0.45435016111707843,0.9259797437747935
0.0022742040285899934,0.4564983888292159,0.9257637244713133
0.0022742040285899934,0.4640171858216971,0.9231122767826091
0.002599090318388564,0.4640171858216971,0.9219471244705799
0.002599090318388564,0.46509129967776586,0.9218779515884276
0.0029239766081871343,0.46509129967776586,0.9215485206515801
0.0029239766081871343,0.46616541353383456,0.9209390126834145
0.003248862897985705,0.46616541353383456,0.9197199345783496
0.003248862897985705,0.4683136412459721,0.9196341589233195
0.0035737491877842753,0.4683136412459721,0.918180101357191
0.0035737491877842753,0.4747583243823845,0.9169959035959044
0.003898635477582846,0.4747583243823845,0.916769829998286
0.003898635477582846,0.48442534908700324,0.9142470017013007
0.004223521767381416,0.48442534908700324,0.9126548462193824
0.004223521767381416,0.4865735767991407,0.9123794617541019
0.004223521767381416,0.48872180451127817,0.9122067290649705
0.004223521767381416,0.49301825993555315,0.9102791563427994
0.004548408057179987,0.49301825993555315,0.9101764359716934
0.004548408057179987,0.5209452201933404,0.8994550155639466
0.004873294346978557,0.5209452201933404,0.8994092045186032
0.004873294346978557,0.5284640171858217,0.896999793892985
0.005198180636777128,0.5284640171858217,0.8963426489929962
0.005198180636777128,0.5424274973147154,0.8916162515853915
0.005523066926575698,0.5424274973147154,0.8916104875314926
0.005523066926575698,0.5488721804511278,0.88932218397818
0.005847953216374269,0.5488721804511278,0.8884359216434291
0.005847953216374269,0.5520945220193341,0.8867991365931296
0.006172839506172839,0.5531686358754028,0.885390211437252
0.006172839506172839,0.556390977443609,0.8823085792538375
0.00649772579597141,0.556390977443609,0.8819628800796036
0.00649772579597141,0.5574650912996778,0.8818037330521756
0.00649772579597141,0.5617615467239527,0.8816366133303755
0.00649772579597141,0.5671321160042965,0.8798837408620455
0.00682261208576998,0.5671321160042965,0.8780284560640597
0.00682261208576998,0.5832438238453276,0.8717373150678609
0.007147498375568551,0.5832438238453276,0.8714995396055776
0.007147498375568551,0.5843179377013964,0.8713626456765216
0.007472384665367121,0.5843179377013964,0.870745607934489
0.007472384665367121,0.5950590762620838,0.8654784360193146
0.007797270955165692,0.5950590762620838,0.8648426249157444
0.007797270955165692,0.6004296455424275,0.8622894236209786
0.008122157244964262,0.6004296455424275,0.8607489224117736
0.008122157244964262,0.6165413533834586,0.8547644471530741
0.008447043534762833,0.6165413533834586,0.8541864071878571
0.008447043534762833,0.6176154672395274,0.8541161733898798
0.008771929824561403,0.6176154672395274,0.8538728918705552
0.008771929824561403,0.6208378088077336,0.8533796402952593
0.009096816114359974,0.6208378088077336,0.853263518243696
0.009096816114359974,0.6348012889366272,0.8441890295748595
0.009421702404158544,0.6348012889366272,0.843754598136517
0.009421702404158544,0.640171858216971,0.8415040219748692
0.009746588693957114,0.640171858216971,0.8405000268191748
0.009746588693957114,0.6412459720730398,0.8380717991696646
0.010071474983755685,0.6412459720730398,0.8373812766571319
0.010071474983755685,0.6423200859291085,0.836558124364223
0.010396361273554255,0.6423200859291085,0.8351551927933683
0.010396361273554255,0.6433941997851772,0.8329043437009979
0.010721247563352826,0.6433941997851772,0.8328157184587898
0.010721247563352826,0.6595059076262084,0.8242613473119461
0.011046133853151396,0.6595059076262084,0.8239074609551115
0.011046133853151396,0.6659505907626209,0.8206661052518668
0.011371020142949967,0.6659505907626209,0.8206065320679532
0.011371020142949967,0.6691729323308271,0.8191262646146805
0.012670565302144249,0.6691729323308271,0.8170046472616732
0.012670565302144249,0.6702470461868958,0.8166164521524483
0.014294996751137101,0.6702470461868958,0.813892984915128
0.014294996751137101,0.6713211600429646,0.8133907418221704
0.014619883040935672,0.6713211600429646,0.8133479336380808
0.014619883040935672,0.6723952738990333,0.8122878545451094
0.015269655620532813,0.6723952738990333,0.8119709296376253
0.015269655620532813,0.673469387755102,0.8115889848602975
0.015594541910331383,0.6745435016111708,0.8100668660277951
0.015594541910331383,0.6756176154672395,0.8084443861761468
0.015919428200129954,0.6756176154672395,0.8083544936041905
0.015919428200129954,0.677765843179377,0.806588914965597
0.016244314489928524,0.677765843179377,0.8059820005764612
0.016244314489928524,0.6874328678839957,0.8016516184835857
0.017218973359324236,0.6874328678839957,0.7999672634643804
0.017218973359324236,0.6885069817400644,0.798248002364845
0.017543859649122806,0.6885069817400644,0.7979897162766498
0.017543859649122806,0.6895810955961332,0.7970895526001079
0.018193632228719947,0.6895810955961332,0.7967093488369676
0.018193632228719947,0.6906552094522019,0.7962941440371648
0.018843404808317088,0.6906552094522019,0.7946872377042475
0.018843404808317088,0.6981740064446831,0.7916542945319301
0.01916829109811566,0.6981740064446831,0.7914417923804153
0.01916829109811566,0.7013963480128894,0.7903251498359524
0.01949317738791423,0.7013963480128894,0.7901757824155624
0.01949317738791423,0.7024704618689581,0.7899628536500326
0.0198180636777128,0.7024704618689581,0.7895599204247442
0.0198180636777128,0.7056928034371643,0.7857412640478428
0.02014294996751137,0.7056928034371643,0.7842391259678655
0.02014294996751137,0.706766917293233,0.7832464626320234
0.02046783625730994,0.706766917293233,0.7831473671326417
0.02046783625730994,0.7099892588614393,0.7812436088068178
0.02111760883690708,0.7099892588614393,0.7797331828070823
0.02111760883690708,0.7121374865735768,0.7789606570048022
0.021442495126705652,0.7121374865735768,0.778908283595526
0.021442495126705652,0.7132116004296455,0.7779929251736649
0.021767381416504222,0.7132116004296455,0.777462699585727
0.021767381416504222,0.7142857142857143,0.7771455947218388
0.022092267706302793,0.7142857142857143,0.7769160910375116
0.022092267706302793,0.715359828141783,0.7763175020109008
0.022417153996101363,0.715359828141783,0.7753541196848001
0.022417153996101363,0.7185821697099892,0.774740367615115
0.022742040285899934,0.7185821697099892,0.7741299848010977
0.022742040285899934,0.719656283566058,0.7730407384180904
0.023066926575698504,0.719656283566058,0.7722763500000647
0.023066926575698504,0.7207303974221267,0.7718168043639722
