mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__subsample,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_depth,param_model__learning_rate,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
5.3381084442138675,0.14106830963562644,0.31333370208740235,0.07514011643244228,0.6,50,20,5,3,0.01,"{""model__learning_rate"": 0.01, ""model__max_depth"": 3, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 20, ""model__n_estimators"": 50, ""model__subsample"": 0.6}",0.7018400764878732,0.791847988213948,0.7578151231443331,0.754142210667049,0.703944490549732,0.7419179778125871,0.0344771836052613,37,0.7335171538571731,0.751453389874973,0.7577935168407387,0.7610475217625278,0.7216888148097398,0.7451000794290306,0.015086817423203197
9.922111368179321,0.056671566973482704,0.28104653358459475,0.019841542250415505,0.9,150,5,10,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 5, ""model__n_estimators"": 150, ""model__subsample"": 0.9}",0.8286754978831972,0.8569216834440738,0.8438732912334482,0.8329060671980645,0.8238029344451581,0.8372358948407884,0.011866402422675058,25,0.8409424362889437,0.8354144091379183,0.8375664300834773,0.8405151136185975,0.8430738617310211,0.8395024501719914,0.0026949686854015114
7.268915224075317,0.07642416554139651,0.232688045501709,0.017873751849119563,0.9,100,5,2,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 5, ""model__n_estimators"": 100, ""model__subsample"": 0.9}",0.818863665263607,0.8503799197161054,0.8372972326841644,0.8240799687799728,0.817137899189656,0.8295517371267012,0.01258637670440855,28,0.8311463741621794,0.8270838005898605,0.832063274019088,0.8311367880665854,0.8320340584080261,0.8306928590491479,0.001849589403241486
9.635481214523315,0.13107950037352617,0.2768512725830078,0.02403254609992778,1.0,150,20,1,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 20, ""model__n_estimators"": 150, ""model__subsample"": 1.0}",0.8289112721463087,0.8552507275110437,0.8445545881502943,0.8329828159240805,0.8245572434508579,0.837251329436517,0.0111913582831286,23,0.840195522078137,0.8347897060295858,0.8373718410485408,0.8397915495236993,0.843007377066849,0.8390311991493624,0.002774437045514181
20.88209023475647,0.056048912129644766,0.3881851673126221,0.047435093909863384,0.6,200,2,10,4,0.05,"{""model__learning_rate"": 0.05, ""model__max_depth"": 4, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 2, ""model__n_estimators"": 200, ""model__subsample"": 0.6}",0.8866904422734522,0.9043147146768309,0.8984372891833634,0.8933313997679683,0.8781060317216305,0.8921759755246491,0.00912077228955588,5,0.9122357709017288,0.9100049653430535,0.9102736841363178,0.9118412557906294,0.9140991784956991,0.9116909709334857,0.0014812273912388426
13.505732583999634,0.0499056776554403,0.30152144432067873,0.04123126566480796,0.6,200,10,5,2,0.05,"{""model__learning_rate"": 0.05, ""model__max_depth"": 2, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.6}",0.848528502920356,0.8704120466521859,0.8599952819782408,0.8511373462468383,0.8386490049551758,0.8537444365505593,0.010758784630226174,17,0.8611397469929987,0.8537654398454152,0.8545791329329442,0.8592129213002504,0.8610790871285836,0.8579552656400384,0.003175965748697961
16.651549768447875,0.07930892718743227,0.31185665130615237,0.05226037797545614,0.9,200,10,10,2,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 2, ""model__min_samples_leaf"": 10, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.9}",0.8781744102072827,0.8952734505741551,0.8911570738353776,0.8843948583925401,0.8720613507348742,0.884212228748846,0.008422754233416044,9,0.8964829361789722,0.8936604413347422,0.8949608107603405,0.896337166045841,0.8996193591003412,0.8962121426840474,0.0019887229583168994
12.060512256622314,0.129357357331234,0.23133306503295897,0.005200706447491511,0.75,100,5,5,4,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 4, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 5, ""model__n_estimators"": 100, ""model__subsample"": 0.75}",0.9027656722345795,0.9138427592818615,0.9118875559999989,0.9059269512579488,0.895251302254938,0.9059348482058652,0.0066656084561357255,3,0.9368981518236348,0.9361809520402398,0.9379367581636445,0.9374669650435492,0.9396083817077586,0.9376182417557655,0.0011549307867554988
9.865924882888795,0.049565150074798,0.29501914978027344,0.03421419402067601,0.9,100,20,2,2,0.01,"{""model__learning_rate"": 0.01, ""model__max_depth"": 2, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 20, ""model__n_estimators"": 100, ""model__subsample"": 0.9}",0.7035715298974162,0.7666708112458818,0.7315229989544477,0.7236655632499143,0.7159928494611191,0.7282847505617558,0.021293881314557127,38,0.7357302293938548,0.7198273100073551,0.7285834908403314,0.7300240598464629,0.7318156125030729,0.7291961405182155,0.0052610213095430755
13.02485728263855,0.07532567776302934,0.3159780502319336,0.059745452935609004,0.9,200,10,5,1,0.2,"{""model__learning_rate"": 0.2, ""model__max_depth"": 1, ""model__min_samples_leaf"": 5, ""model__min_samples_split"": 10, ""model__n_estimators"": 200, ""model__subsample"": 0.9}",0.8362367203113678,0.8608952726260259,0.8504908391151919,0.8385402037112307,0.82710163217932,0.8426529335886273,0.011782538028672648,20,0.8478104360933048,0.8413402866028045,0.8428373348815912,0.8461989445427487,0.8485555384373712,0.8453485081115641,0.0028086012773487767
